Alcatel,Alcatel Idea Ultra II ,features,0,0,100
Alcatel,Alcatel Idea Ultra II ,camera,0,0,100
Apple,Apple iPhone 4 ,looks,0,0,100
Apple,Apple iPhone 4 ,touch,33,67,0
Apple,Apple iPhone 4 ,amazon,3,62,35
Apple,Apple iPhone 4 ,stylish,0,0,100
Apple,Apple iPhone 4 ,instagram,0,0,100
Apple,Apple iPhone 4 ,bluetooth,0,100,0
Apple,Apple iPhone 4 ,responsive,0,100,0
Apple,Apple iPhone 4 ,video,50,50,0
Apple,Apple iPhone 4 ,internet,0,50,50
Apple,Apple iPhone 4 ,hang,0,100,0
Apple,Apple iPhone 4 ,screen,0,0,100
Apple,Apple iPhone 4 ,warranty,0,100,0
Apple,Apple iPhone 4 ,features,50,50,0
Apple,Apple iPhone 4 ,battery,83,1,16
Apple,Apple iPhone 4 ,clarity,0,0,100
Apple,Apple iPhone 4 ,size,0,100,0
Apple,Apple iPhone 4 ,service,8,9,83
Apple,Apple iPhone 4 ,durable,0,100,0
Apple,Apple iPhone 4 ,apps,16,18,66
Apple,Apple iPhone 4 ,fast,0,50,50
Apple,Apple iPhone 4 ,camera,0,40,60
Apple,Apple iPhone 4 ,music,0,75,25
Apple,Apple iPhone 4 ,delivery,12,38,50
Apple,Apple iPhone 4 ,heat,25,50,25
Apple,Apple iPhone 4 ,sound,100,0,0
Apple,Apple iPhone 4 ,ui,0,34,66
Apple,Apple iPhone 4 ,display,0,0,100
Apple,Apple iPhone 4 ,speakers,0,0,100
Apple,Apple iPhone 4 ,defective,0,100,0
Apple,Apple iPhone 4 ,online,0,50,50
Apple,Apple iPhone 4 ,performance,40,40,20
Apple,Apple iPhone 4 ,android,0,86,14
Apple,Apple iPhone 4 ,charging,20,80,0
Apple,Apple iPhone 4 ,gaming,0,0,100
Apple,Apple iPhone 4 ,price,0,47,53
Apple,Apple iPhone 4 ,lag,33,34,33
Apple,Apple iPhone 4 ,ios,0,63,37
Apple,Apple iPhone 4 ,connectivity,25,50,25
Apple,Apple iPhone 4 ,windows,0,100,0
Apple,Apple iPhone 4 ,microsoft,0,100,0
Apple,Apple iPhone 4S ,office,0,100,0
Apple,Apple iPhone 4S ,cheap,0,0,100
Apple,Apple iPhone 4S ,sleek,0,100,0
Apple,Apple iPhone 4S ,looks,12,38,50
Apple,Apple iPhone 4S ,touch,10,27,63
Apple,Apple iPhone 4S ,storage space,22,12,66
Apple,Apple iPhone 4S ,amazon,2,46,52
Apple,Apple iPhone 4S ,built quality,0,0,100
Apple,Apple iPhone 4S ,brightness,100,0,0
Apple,Apple iPhone 4S ,stylish,0,50,50
Apple,Apple iPhone 4S ,flipkart,0,100,0
Apple,Apple iPhone 4S ,heavy,80,20,0
Apple,Apple iPhone 4S ,google,0,100,0
Apple,Apple iPhone 4S ,back cover,0,0,100
Apple,Apple iPhone 4S ,bluetooth,40,60,0
Apple,Apple iPhone 4S ,video,12,63,25
Apple,Apple iPhone 4S ,internet,16,51,33
Apple,Apple iPhone 4S ,image quality,33,51,16
Apple,Apple iPhone 4S ,body quality,0,72,28
Apple,Apple iPhone 4S ,sensor,0,100,0
Apple,Apple iPhone 4S ,affordable,0,50,50
Apple,Apple iPhone 4S ,hang,14,86,0
Apple,Apple iPhone 4S ,screen,17,59,24
Apple,Apple iPhone 4S ,applications,0,17,83
Apple,Apple iPhone 4S ,browsing,33,67,0
Apple,Apple iPhone 4S ,processor,0,70,30
Apple,Apple iPhone 4S ,software,12,63,25
Apple,Apple iPhone 4S ,warranty,5,73,22
Apple,Apple iPhone 4S ,features,0,28,72
Apple,Apple iPhone 4S ,battery,59,17,24
Apple,Apple iPhone 4S ,clarity,0,0,100
Apple,Apple iPhone 4S ,size,25,38,37
Apple,Apple iPhone 4S ,service,8,23,69
Apple,Apple iPhone 4S ,apps,18,53,29
Apple,Apple iPhone 4S ,fast,33,34,33
Apple,Apple iPhone 4S ,power ,0,50,50
Apple,Apple iPhone 4S ,camera,9,32,59
Apple,Apple iPhone 4S ,music,0,75,25
Apple,Apple iPhone 4S ,delivery,7,43,50
Apple,Apple iPhone 4S ,heat,18,64,18
Apple,Apple iPhone 4S ,sound,50,0,50
Apple,Apple iPhone 4S ,budget,0,25,75
Apple,Apple iPhone 4S ,ui,0,28,72
Apple,Apple iPhone 4S ,design,0,0,100
Apple,Apple iPhone 4S ,display,5,48,47
Apple,Apple iPhone 4S ,earphone,0,100,0
Apple,Apple iPhone 4S ,ram,11,67,22
Apple,Apple iPhone 4S ,hardware,14,58,28
Apple,Apple iPhone 4S ,expandable,0,0,100
Apple,Apple iPhone 4S ,defective,12,63,25
Apple,Apple iPhone 4S ,online,20,46,34
Apple,Apple iPhone 4S ,performance,18,26,56
Apple,Apple iPhone 4S ,android,12,61,27
Apple,Apple iPhone 4S ,charging,33,40,27
Apple,Apple iPhone 4S ,gaming,15,33,52
Apple,Apple iPhone 4S ,price,8,44,48
Apple,Apple iPhone 4S ,lag,13,34,53
Apple,Apple iPhone 4S ,ios,4,62,34
Apple,Apple iPhone 4S ,lens,0,100,0
Apple,Apple iPhone 4S ,connectivity,0,67,33
Apple,Apple iPhone 4S ,audio,0,50,50
Apple,Apple iPhone 4S ,windows,0,100,0
Apple,Apple iPhone 4S ,light,0,67,33
Apple,Apple iPhone 4S ,internal memory,75,0,25
Apple,Apple iPhone 4S ,resolution,25,25,50
Apple,Apple iPhone 5 ,sleek,0,0,100
Apple,Apple iPhone 5 ,looks,0,100,0
Apple,Apple iPhone 5 ,touch,0,25,75
Apple,Apple iPhone 5 ,storage space,0,100,0
Apple,Apple iPhone 5 ,amazon,14,51,35
Apple,Apple iPhone 5 ,built quality,0,0,100
Apple,Apple iPhone 5 ,flipkart,33,1,66
Apple,Apple iPhone 5 ,heavy,0,0,100
Apple,Apple iPhone 5 ,bluetooth,0,100,0
Apple,Apple iPhone 5 ,video,33,67,0
Apple,Apple iPhone 5 ,hang,0,100,0
Apple,Apple iPhone 5 ,screen,83,1,16
Apple,Apple iPhone 5 ,applications,0,0,100
Apple,Apple iPhone 5 ,browsing,0,100,0
Apple,Apple iPhone 5 ,software,0,100,0
Apple,Apple iPhone 5 ,warranty,0,100,0
Apple,Apple iPhone 5 ,features,33,17,50
Apple,Apple iPhone 5 ,battery,50,17,33
Apple,Apple iPhone 5 ,size,0,25,75
Apple,Apple iPhone 5 ,service,0,0,100
Apple,Apple iPhone 5 ,durable,0,100,0
Apple,Apple iPhone 5 ,apps,12,1,87
Apple,Apple iPhone 5 ,fast,16,34,50
Apple,Apple iPhone 5 ,power ,0,100,0
Apple,Apple iPhone 5 ,camera,0,34,66
Apple,Apple iPhone 5 ,music,0,0,100
Apple,Apple iPhone 5 ,delivery,0,20,80
Apple,Apple iPhone 5 ,ui,0,50,50
Apple,Apple iPhone 5 ,display,0,100,0
Apple,Apple iPhone 5 ,hardware,0,50,50
Apple,Apple iPhone 5 ,performance,0,34,66
Apple,Apple iPhone 5 ,android,0,70,30
Apple,Apple iPhone 5 ,charging,0,100,0
Apple,Apple iPhone 5 ,gaming,57,43,0
Apple,Apple iPhone 5 ,price,14,86,0
Apple,Apple iPhone 5 ,lag,0,50,50
Apple,Apple iPhone 5 ,ios,0,67,33
Apple,Apple iPhone 5 ,light,0,0,100
Apple,Apple iPhone 5c ,office,0,100,0
Apple,Apple iPhone 5c ,cheap,42,1,57
Apple,Apple iPhone 5c ,looks,0,17,83
Apple,Apple iPhone 5c ,touch,22,1,77
Apple,Apple iPhone 5c ,storage space,0,75,25
Apple,Apple iPhone 5c ,amazon,6,46,48
Apple,Apple iPhone 5c ,built quality,0,50,50
Apple,Apple iPhone 5c ,stylish,0,0,100
Apple,Apple iPhone 5c ,flipkart,0,100,0
Apple,Apple iPhone 5c ,heavy,66,1,33
Apple,Apple iPhone 5c ,back cover,0,0,100
Apple,Apple iPhone 5c ,bluetooth,100,0,0
